Comunidad,Año,Trimestre,Delito,Subdelito,Cantidad
CIUDAD AUTONOMA DE MELILLA,2020,4,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE MELILLA,2020,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,34.0
CIUDAD AUTONOMA DE MELILLA,2020,4,ROBOS,VIOLENCIA E INTIMIDACION,300.0
CIUDAD AUTONOMA DE MELILLA,2020,4,ROBOS,FUERZA,68.0
CIUDAD AUTONOMA DE MELILLA,2020,4,HURTOS,-,778.0
CIUDAD AUTONOMA DE MELILLA,2020,4,SUSTRACCION,VEHICULOS,42.0
CIUDAD AUTONOMA DE MELILLA,2020,4,TRAFICO,DROGAS,232.0
CIUDAD AUTONOMA DE MELILLA,2020,4,RESTO CRIMINALIDAD CONVENCIONAL,-,2857.0
EN EL EXTRANJERO,2020,4,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
EN EL EXTRANJERO,2020,4,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,0.0
EN EL EXTRANJERO,2020,4,DELITOS,GRAVES Y MENOS GRAVES,9.0
EN EL EXTRANJERO,2020,4,SECUESTRO,-,2.0
EN EL EXTRANJERO,2020,4,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,44.0
EN EL EXTRANJERO,2020,4,ROBOS,VIOLENCIA E INTIMIDACION,75.0
EN EL EXTRANJERO,2020,4,ROBOS,FUERZA,19.0
EN EL EXTRANJERO,2020,4,HURTOS,-,912.0
EN EL EXTRANJERO,2020,4,SUSTRACCION,VEHICULOS,90.0
EN EL EXTRANJERO,2020,4,TRAFICO,DROGAS,19.0
EN EL EXTRANJERO,2020,4,RESTO CRIMINALIDAD CONVENCIONAL,-,8224.0
TOTAL NACIONAL,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,61.0
TOTAL NACIONAL,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,190.0
TOTAL NACIONAL,2021,1,DELITOS,GRAVES Y MENOS GRAVES,3410.0
TOTAL NACIONAL,2021,1,SECUESTRO,-,18.0
TOTAL NACIONAL,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,3446.0
TOTAL NACIONAL,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,11006.0
TOTAL NACIONAL,2021,1,ROBOS,FUERZA,23353.0
TOTAL NACIONAL,2021,1,HURTOS,-,96060.0
TOTAL NACIONAL,2021,1,SUSTRACCION,VEHICULOS,5353.0
TOTAL NACIONAL,2021,1,TRAFICO,DROGAS,4286.0
TOTAL NACIONAL,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,282993.0
ANDALUCIA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,16.0
ANDALUCIA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,43.0
ANDALUCIA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,659.0
ANDALUCIA,2021,1,SECUESTRO,-,2.0
ANDALUCIA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,583.0
ANDALUCIA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,1176.0
ANDALUCIA,2021,1,ROBOS,FUERZA,3655.0
ANDALUCIA,2021,1,HURTOS,-,13153.0
ANDALUCIA,2021,1,SUSTRACCION,VEHICULOS,978.0
ANDALUCIA,2021,1,TRAFICO,DROGAS,1131.0
ANDALUCIA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,48354.0
ARAGON,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
ARAGON,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,4.0
ARAGON,2021,1,DELITOS,GRAVES Y MENOS GRAVES,77.0
ARAGON,2021,1,SECUESTRO,-,0.0
ARAGON,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,79.0
ARAGON,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,162.0
ARAGON,2021,1,ROBOS,FUERZA,413.0
ARAGON,2021,1,HURTOS,-,1769.0
ARAGON,2021,1,SUSTRACCION,VEHICULOS,49.0
ARAGON,2021,1,TRAFICO,DROGAS,102.0
ARAGON,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,6545.0
ASTURIAS (PRINCIPADO DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
ASTURIAS (PRINCIPADO DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
ASTURIAS (PRINCIPADO DE),2021,1,DELITOS,GRAVES Y MENOS GRAVES,54.0
ASTURIAS (PRINCIPADO DE),2021,1,SECUESTRO,-,0.0
ASTURIAS (PRINCIPADO DE),2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,54.0
ASTURIAS (PRINCIPADO DE),2021,1,ROBOS,VIOLENCIA E INTIMIDACION,57.0
ASTURIAS (PRINCIPADO DE),2021,1,ROBOS,FUERZA,228.0
ASTURIAS (PRINCIPADO DE),2021,1,HURTOS,-,884.0
ASTURIAS (PRINCIPADO DE),2021,1,SUSTRACCION,VEHICULOS,63.0
ASTURIAS (PRINCIPADO DE),2021,1,TRAFICO,DROGAS,31.0
ASTURIAS (PRINCIPADO DE),2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,4583.0
BALEARS (ILLES),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
BALEARS (ILLES),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,6.0
BALEARS (ILLES),2021,1,DELITOS,GRAVES Y MENOS GRAVES,87.0
BALEARS (ILLES),2021,1,SECUESTRO,-,3.0
BALEARS (ILLES),2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,154.0
BALEARS (ILLES),2021,1,ROBOS,VIOLENCIA E INTIMIDACION,112.0
BALEARS (ILLES),2021,1,ROBOS,FUERZA,591.0
BALEARS (ILLES),2021,1,HURTOS,-,2224.0
BALEARS (ILLES),2021,1,SUSTRACCION,VEHICULOS,195.0
BALEARS (ILLES),2021,1,TRAFICO,DROGAS,69.0
BALEARS (ILLES),2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,9094.0
CANARIAS,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,3.0
CANARIAS,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,4.0
CANARIAS,2021,1,DELITOS,GRAVES Y MENOS GRAVES,231.0
CANARIAS,2021,1,SECUESTRO,-,0.0
CANARIAS,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,206.0
CANARIAS,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,298.0
CANARIAS,2021,1,ROBOS,FUERZA,920.0
CANARIAS,2021,1,HURTOS,-,3723.0
CANARIAS,2021,1,SUSTRACCION,VEHICULOS,199.0
CANARIAS,2021,1,TRAFICO,DROGAS,114.0
CANARIAS,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,13611.0
CANTABRIA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CANTABRIA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
CANTABRIA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,46.0
CANTABRIA,2021,1,SECUESTRO,-,0.0
CANTABRIA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,34.0
CANTABRIA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,36.0
CANTABRIA,2021,1,ROBOS,FUERZA,282.0
CANTABRIA,2021,1,HURTOS,-,693.0
CANTABRIA,2021,1,SUSTRACCION,VEHICULOS,18.0
CANTABRIA,2021,1,TRAFICO,DROGAS,27.0
CANTABRIA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,2975.0
CASTILLA Y LEON,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
CASTILLA Y LEON,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,5.0
CASTILLA Y LEON,2021,1,DELITOS,GRAVES Y MENOS GRAVES,119.0
CASTILLA Y LEON,2021,1,SECUESTRO,-,1.0
CASTILLA Y LEON,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,96.0
CASTILLA Y LEON,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,132.0
CASTILLA Y LEON,2021,1,ROBOS,FUERZA,718.0
CASTILLA Y LEON,2021,1,HURTOS,-,2428.0
CASTILLA Y LEON,2021,1,SUSTRACCION,VEHICULOS,104.0
CASTILLA Y LEON,2021,1,TRAFICO,DROGAS,118.0
CASTILLA Y LEON,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,12456.0
CASTILLA - LA MANCHA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
CASTILLA - LA MANCHA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
CASTILLA - LA MANCHA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,125.0
CASTILLA - LA MANCHA,2021,1,SECUESTRO,-,1.0
CASTILLA - LA MANCHA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,112.0
CASTILLA - LA MANCHA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,191.0
CASTILLA - LA MANCHA,2021,1,ROBOS,FUERZA,1043.0
CASTILLA - LA MANCHA,2021,1,HURTOS,-,2191.0
CASTILLA - LA MANCHA,2021,1,SUSTRACCION,VEHICULOS,124.0
CASTILLA - LA MANCHA,2021,1,TRAFICO,DROGAS,107.0
CASTILLA - LA MANCHA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,11091.0
CATALUNA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,14.0
CATALUNA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,39.0
CATALUNA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,497.0
CATALUNA,2021,1,SECUESTRO,-,2.0
CATALUNA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,696.0
CATALUNA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,4233.0
CATALUNA,2021,1,ROBOS,FUERZA,5165.0
CATALUNA,2021,1,HURTOS,-,22363.0
CATALUNA,2021,1,SUSTRACCION,VEHICULOS,1198.0
CATALUNA,2021,1,TRAFICO,DROGAS,902.0
CATALUNA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,49015.0
COMUNITAT VALENCIANA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
COMUNITAT VALENCIANA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,23.0
COMUNITAT VALENCIANA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,376.0
COMUNITAT VALENCIANA,2021,1,SECUESTRO,-,1.0
COMUNITAT VALENCIANA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,431.0
COMUNITAT VALENCIANA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,815.0
COMUNITAT VALENCIANA,2021,1,ROBOS,FUERZA,3611.0
COMUNITAT VALENCIANA,2021,1,HURTOS,-,10113.0
COMUNITAT VALENCIANA,2021,1,SUSTRACCION,VEHICULOS,526.0
COMUNITAT VALENCIANA,2021,1,TRAFICO,DROGAS,430.0
COMUNITAT VALENCIANA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,30044.0
EXTREMADURA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
EXTREMADURA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
EXTREMADURA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,50.0
EXTREMADURA,2021,1,SECUESTRO,-,0.0
EXTREMADURA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,40.0
EXTREMADURA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,38.0
EXTREMADURA,2021,1,ROBOS,FUERZA,306.0
EXTREMADURA,2021,1,HURTOS,-,863.0
EXTREMADURA,2021,1,SUSTRACCION,VEHICULOS,26.0
EXTREMADURA,2021,1,TRAFICO,DROGAS,69.0
EXTREMADURA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,4671.0
GALICIA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
GALICIA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
GALICIA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,141.0
GALICIA,2021,1,SECUESTRO,-,0.0
GALICIA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,132.0
GALICIA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,196.0
GALICIA,2021,1,ROBOS,FUERZA,631.0
GALICIA,2021,1,HURTOS,-,2658.0
GALICIA,2021,1,SUSTRACCION,VEHICULOS,80.0
GALICIA,2021,1,TRAFICO,DROGAS,110.0
GALICIA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,14518.0
MADRID (COMUNIDAD DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,6.0
MADRID (COMUNIDAD DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,20.0
MADRID (COMUNIDAD DE),2021,1,DELITOS,GRAVES Y MENOS GRAVES,551.0
MADRID (COMUNIDAD DE),2021,1,SECUESTRO,-,5.0
MADRID (COMUNIDAD DE),2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,460.0
MADRID (COMUNIDAD DE),2021,1,ROBOS,VIOLENCIA E INTIMIDACION,2859.0
MADRID (COMUNIDAD DE),2021,1,ROBOS,FUERZA,2923.0
MADRID (COMUNIDAD DE),2021,1,HURTOS,-,24453.0
MADRID (COMUNIDAD DE),2021,1,SUSTRACCION,VEHICULOS,1427.0
MADRID (COMUNIDAD DE),2021,1,TRAFICO,DROGAS,605.0
MADRID (COMUNIDAD DE),2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,45785.0
MURCIA (REGION DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,2.0
MURCIA (REGION DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
MURCIA (REGION DE),2021,1,DELITOS,GRAVES Y MENOS GRAVES,140.0
MURCIA (REGION DE),2021,1,SECUESTRO,-,0.0
MURCIA (REGION DE),2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,140.0
MURCIA (REGION DE),2021,1,ROBOS,VIOLENCIA E INTIMIDACION,276.0
MURCIA (REGION DE),2021,1,ROBOS,FUERZA,1098.0
MURCIA (REGION DE),2021,1,HURTOS,-,2356.0
MURCIA (REGION DE),2021,1,SUSTRACCION,VEHICULOS,128.0
MURCIA (REGION DE),2021,1,TRAFICO,DROGAS,112.0
MURCIA (REGION DE),2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,8696.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,5.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,DELITOS,GRAVES Y MENOS GRAVES,52.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,SECUESTRO,-,1.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,38.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,ROBOS,VIOLENCIA E INTIMIDACION,58.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,ROBOS,FUERZA,285.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,HURTOS,-,1090.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,SUSTRACCION,VEHICULOS,34.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,TRAFICO,DROGAS,36.0
NAVARRA (COMUNIDAD FORAL DE),2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,4424.0
PAIS VASCO,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
PAIS VASCO,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,7.0
PAIS VASCO,2021,1,DELITOS,GRAVES Y MENOS GRAVES,149.0
PAIS VASCO,2021,1,SECUESTRO,-,0.0
PAIS VASCO,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,136.0
PAIS VASCO,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,248.0
PAIS VASCO,2021,1,ROBOS,FUERZA,1358.0
PAIS VASCO,2021,1,HURTOS,-,4471.0
PAIS VASCO,2021,1,SUSTRACCION,VEHICULOS,138.0
PAIS VASCO,2021,1,TRAFICO,DROGAS,143.0
PAIS VASCO,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,12844.0
RIOJA (LA),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
RIOJA (LA),2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,1.0
RIOJA (LA),2021,1,DELITOS,GRAVES Y MENOS GRAVES,19.0
RIOJA (LA),2021,1,SECUESTRO,-,0.0
RIOJA (LA),2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,21.0
RIOJA (LA),2021,1,ROBOS,VIOLENCIA E INTIMIDACION,22.0
RIOJA (LA),2021,1,ROBOS,FUERZA,91.0
RIOJA (LA),2021,1,HURTOS,-,319.0
RIOJA (LA),2021,1,SUSTRACCION,VEHICULOS,16.0
RIOJA (LA),2021,1,TRAFICO,DROGAS,15.0
RIOJA (LA),2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,1389.0
CIUDAD AUTONOMA DE CEUTA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CIUDAD AUTONOMA DE CEUTA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,3.0
CIUDAD AUTONOMA DE CEUTA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,11.0
CIUDAD AUTONOMA DE CEUTA,2021,1,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE CEUTA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,11.0
CIUDAD AUTONOMA DE CEUTA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,37.0
CIUDAD AUTONOMA DE CEUTA,2021,1,ROBOS,FUERZA,18.0
CIUDAD AUTONOMA DE CEUTA,2021,1,HURTOS,-,69.0
CIUDAD AUTONOMA DE CEUTA,2021,1,SUSTRACCION,VEHICULOS,29.0
CIUDAD AUTONOMA DE CEUTA,2021,1,TRAFICO,DROGAS,44.0
CIUDAD AUTONOMA DE CEUTA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,617.0
CIUDAD AUTONOMA DE MELILLA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CIUDAD AUTONOMA DE MELILLA,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,1.0
CIUDAD AUTONOMA DE MELILLA,2021,1,DELITOS,GRAVES Y MENOS GRAVES,26.0
CIUDAD AUTONOMA DE MELILLA,2021,1,SECUESTRO,-,0.0
CIUDAD AUTONOMA DE MELILLA,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,5.0
CIUDAD AUTONOMA DE MELILLA,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,54.0
CIUDAD AUTONOMA DE MELILLA,2021,1,ROBOS,FUERZA,15.0
CIUDAD AUTONOMA DE MELILLA,2021,1,HURTOS,-,173.0
CIUDAD AUTONOMA DE MELILLA,2021,1,SUSTRACCION,VEHICULOS,8.0
CIUDAD AUTONOMA DE MELILLA,2021,1,TRAFICO,DROGAS,118.0
CIUDAD AUTONOMA DE MELILLA,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,692.0
EN EL EXTRANJERO,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
EN EL EXTRANJERO,2021,1,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,0.0
EN EL EXTRANJERO,2021,1,DELITOS,GRAVES Y MENOS GRAVES,0.0
EN EL EXTRANJERO,2021,1,SECUESTRO,-,2.0
EN EL EXTRANJERO,2021,1,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,18.0
EN EL EXTRANJERO,2021,1,ROBOS,VIOLENCIA E INTIMIDACION,6.0
EN EL EXTRANJERO,2021,1,ROBOS,FUERZA,2.0
EN EL EXTRANJERO,2021,1,HURTOS,-,67.0
EN EL EXTRANJERO,2021,1,SUSTRACCION,VEHICULOS,13.0
EN EL EXTRANJERO,2021,1,TRAFICO,DROGAS,3.0
EN EL EXTRANJERO,2021,1,RESTO CRIMINALIDAD CONVENCIONAL,-,1589.0
TOTAL NACIONAL,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,142.0
TOTAL NACIONAL,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,466.0
TOTAL NACIONAL,2021,2,DELITOS,GRAVES Y MENOS GRAVES,8340.0
TOTAL NACIONAL,2021,2,SECUESTRO,-,42.0
TOTAL NACIONAL,2021,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,7885.0
TOTAL NACIONAL,2021,2,ROBOS,VIOLENCIA E INTIMIDACION,22892.0
TOTAL NACIONAL,2021,2,ROBOS,FUERZA,47005.0
TOTAL NACIONAL,2021,2,HURTOS,-,211787.0
TOTAL NACIONAL,2021,2,SUSTRACCION,VEHICULOS,12006.0
TOTAL NACIONAL,2021,2,TRAFICO,DROGAS,9064.0
TOTAL NACIONAL,2021,2,RESTO CRIMINALIDAD CONVENCIONAL,-,577419.0
ANDALUCIA,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,29.0
ANDALUCIA,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,94.0
ANDALUCIA,2021,2,DELITOS,GRAVES Y MENOS GRAVES,1535.0
ANDALUCIA,2021,2,SECUESTRO,-,11.0
ANDALUCIA,2021,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,1328.0
ANDALUCIA,2021,2,ROBOS,VIOLENCIA E INTIMIDACION,2540.0
ANDALUCIA,2021,2,ROBOS,FUERZA,7457.0
ANDALUCIA,2021,2,HURTOS,-,29477.0
ANDALUCIA,2021,2,SUSTRACCION,VEHICULOS,2262.0
ANDALUCIA,2021,2,TRAFICO,DROGAS,2430.0
ANDALUCIA,2021,2,RESTO CRIMINALIDAD CONVENCIONAL,-,99213.0
ARAGON,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,5.0
ARAGON,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,5.0
ARAGON,2021,2,DELITOS,GRAVES Y MENOS GRAVES,180.0
ARAGON,2021,2,SECUESTRO,-,1.0
ARAGON,2021,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,199.0
ARAGON,2021,2,ROBOS,VIOLENCIA E INTIMIDACION,339.0
ARAGON,2021,2,ROBOS,FUERZA,878.0
ARAGON,2021,2,HURTOS,-,3856.0
ARAGON,2021,2,SUSTRACCION,VEHICULOS,113.0
ARAGON,2021,2,TRAFICO,DROGAS,199.0
ARAGON,2021,2,RESTO CRIMINALIDAD CONVENCIONAL,-,13218.0
ASTURIAS (PRINCIPADO DE),2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,1.0
ASTURIAS (PRINCIPADO DE),2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,2.0
ASTURIAS (PRINCIPADO DE),2021,2,DELITOS,GRAVES Y MENOS GRAVES,137.0
ASTURIAS (PRINCIPADO DE),2021,2,SECUESTRO,-,0.0
ASTURIAS (PRINCIPADO DE),2021,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,118.0
ASTURIAS (PRINCIPADO DE),2021,2,ROBOS,VIOLENCIA E INTIMIDACION,120.0
ASTURIAS (PRINCIPADO DE),2021,2,ROBOS,FUERZA,517.0
ASTURIAS (PRINCIPADO DE),2021,2,HURTOS,-,1912.0
ASTURIAS (PRINCIPADO DE),2021,2,SUSTRACCION,VEHICULOS,142.0
ASTURIAS (PRINCIPADO DE),2021,2,TRAFICO,DROGAS,79.0
ASTURIAS (PRINCIPADO DE),2021,2,RESTO CRIMINALIDAD CONVENCIONAL,-,8995.0
BALEARS (ILLES),2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,4.0
BALEARS (ILLES),2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,24.0
BALEARS (ILLES),2021,2,DELITOS,GRAVES Y MENOS GRAVES,272.0
BALEARS (ILLES),2021,2,SECUESTRO,-,3.0
BALEARS (ILLES),2021,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,340.0
BALEARS (ILLES),2021,2,ROBOS,VIOLENCIA E INTIMIDACION,316.0
BALEARS (ILLES),2021,2,ROBOS,FUERZA,1193.0
BALEARS (ILLES),2021,2,HURTOS,-,5950.0
BALEARS (ILLES),2021,2,SUSTRACCION,VEHICULOS,442.0
BALEARS (ILLES),2021,2,TRAFICO,DROGAS,163.0
BALEARS (ILLES),2021,2,RESTO CRIMINALIDAD CONVENCIONAL,-,18165.0
CANARIAS,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,9.0
CANARIAS,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,13.0
CANARIAS,2021,2,DELITOS,GRAVES Y MENOS GRAVES,522.0
CANARIAS,2021,2,SECUESTRO,-,0.0
CANARIAS,2021,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,442.0
CANARIAS,2021,2,ROBOS,VIOLENCIA E INTIMIDACION,585.0
CANARIAS,2021,2,ROBOS,FUERZA,1660.0
CANARIAS,2021,2,HURTOS,-,7590.0
CANARIAS,2021,2,SUSTRACCION,VEHICULOS,451.0
CANARIAS,2021,2,TRAFICO,DROGAS,284.0
CANARIAS,2021,2,RESTO CRIMINALIDAD CONVENCIONAL,-,27105.0
CANTABRIA,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,0.0
CANTABRIA,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS TENTATIVOS,8.0
CANTABRIA,2021,2,DELITOS,GRAVES Y MENOS GRAVES,119.0
CANTABRIA,2021,2,SECUESTRO,-,1.0
CANTABRIA,2021,2,DELITOS,LIBERTAD E INDEMNIDAD SEXUAL,65.0
CANTABRIA,2021,2,ROBOS,VIOLENCIA E INTIMIDACION,72.0
CANTABRIA,2021,2,ROBOS,FUERZA,608.0
CANTABRIA,2021,2,HURTOS,-,1547.0
CANTABRIA,2021,2,SUSTRACCION,VEHICULOS,56.0
CANTABRIA,2021,2,TRAFICO,DROGAS,42.0
CANTABRIA,2021,2,RESTO CRIMINALIDAD CONVENCIONAL,-,6022.0
CASTILLA Y LEON,2021,2,HOMICIDIOS,DOLOSOS Y ASESINATOS CONSUMADOS,11.0
